CAmt|atp6::CM046786.1:9839-10508(+)	CAmt|atp6
CG|XM_034471952.2	LOC105338475
CG|XM_034471953.2	LOC105338475
CG|XM_034471954.2	LOC105338479
CG|XM_034471965.2	LOC105325948
CG|XM_034471976.2	LOC117689820
CG|XM_034471978.2	LOC117689821
CG|XM_034471988.2	LOC105323530
CG|XM_034471989.2	LOC105323530
CG|XM_034472019.2	LOC117689831
CG|XM_034472024.2	LOC105347262
CG|XM_034472025.2	LOC105347262
CG|XM_034472029.2	LOC105347265
CG|XM_034472030.2	LOC105347265
CG|XM_034472034.2	LOC105347268
CG|XM_034472036.2	LOC105339941
CG|XM_034472037.2	LOC105339941
CG|XM_034472039.2	LOC105339732
CG|XM_034472044.2	LOC117689834
CG|XM_034472046.2	LOC105339640
CG|XM_034472048.2	LOC105339640
CG|XM_034472050.2	LOC105339640
CG|XM_034472052.2	LOC105339626
CG|XM_034472053.2	LOC105339626
CG|XM_034472054.2	LOC105339626
CG|XM_034472055.2	LOC105339621
CG|XM_034472056.2	LOC117689836
CG|XM_034472059.2	LOC117689839
CG|XM_034472060.2	LOC105341411
CG|XM_034472062.2	LOC105319084
CG|XM_034472063.2	LOC105329614
CG|XM_034472064.2	LOC105329614
CG|XM_034472065.2	LOC105329614
CG|XM_034472066.2	LOC105341411
CG|XM_034472067.2	LOC105329587
CG|XM_034472079.2	LOC105329552
CG|XM_034472080.2	LOC105329552
CG|XM_034472081.2	LOC105335671
CG|XM_034472082.2	LOC105335671
CG|XM_034472083.2	LOC109619691
CG|XM_034472084.2	LOC105325940
CG|XM_034472085.2	LOC109619691
CG|XM_034472086.2	LOC109619691
CG|XM_034472087.2	LOC109619691
CG|XM_034472089.2	LOC109617086
CG|XM_034472090.2	LOC117689843
CG|XM_034472091.2	LOC105317222
CG|XM_034472092.2	LOC105349216
CG|XM_034472093.2	LOC105349216
CG|XM_034472094.2	LOC105349228
CG|XM_034472096.2	LOC105349228
CG|XM_034472101.2	LOC105330939
CG|XM_034472106.2	LOC105322533
CG|XM_034472109.2	LOC105322533
CG|XM_034472121.2	LOC117689850
CG|XM_034472122.2	LOC105336090
CG|XM_034472127.2	LOC105322897
CG|XM_034472128.2	LOC105322897
CG|XM_034472129.2	LOC105346415
CG|XM_034472130.2	LOC105346417
CG|XM_034472131.2	LOC105348414
CG|XM_034472132.2	LOC105348414
CG|XM_034472133.2	LOC105348414
CG|XM_034472136.2	LOC105347018
CG|XM_034472137.2	LOC105347018
CG|XM_034472138.2	LOC105336137
CG|XM_034472139.2	LOC105332277
CG|XM_034472146.2	LOC117689858
CG|XM_034472150.2	LOC105322899
CG|XM_034472160.2	LOC117689864
CG|XM_034472161.2	LOC105334269
CG|XM_034472162.2	LOC105319553
CG|XM_034472163.2	LOC105334248
CG|XM_034472167.2	LOC105334247
CG|XM_034472168.2	LOC117680292
CG|XM_034472169.2	LOC105319886
CG|XM_034472174.2	LOC117689866
CG|XM_034472176.2	LOC117689868
CG|XM_034472179.2	LOC105339700
CG|XM_034472182.2	LOC117680292
CG|XM_034472190.2	LOC105339700
CG|XM_034472201.2	LOC117680292
CG|XM_034472202.2	LOC105339702
CG|XM_034472203.2	LOC105339704
CG|XM_034472204.2	LOC105339704
CG|XM_034472207.2	LOC105339704
CG|XM_034472214.2	LOC105339725
CG|XM_034472217.2	LOC117680372
CG|XM_034472230.2	LOC105332098
CG|XM_034472231.2	LOC105332098
CG|XM_034472232.2	LOC105332098
CG|XM_034472234.2	LOC105332098
CG|XM_034472239.2	LOC105347266
CG|XM_034472240.2	LOC105347266
CG|XM_034472243.2	LOC105319563
CG|XM_034472244.2	LOC109619227
CG|XM_034472245.2	LOC109619227
CG|XM_034472259.2	LOC105341911
CG|XM_034472261.2	LOC105319547
CG|XM_034472272.2	LOC105325506
CG|XM_034472278.2	LOC105345176
CG|XM_034472280.2	LOC105345176
CG|XM_034472293.2	LOC105319941
CG|XM_034472294.2	LOC105319941
CG|XM_034472295.2	LOC105319941
CG|XM_034472296.2	LOC105319941
CG|XM_034472297.2	LOC105319941
CG|XM_034472299.2	LOC105319931
CG|XM_034472300.2	LOC105329196
CG|XM_034472303.2	LOC105319934
CG|XM_034472304.2	LOC105319886
CG|XM_034472305.2	LOC105319935
CG|XM_034472306.2	LOC105319938
CG|XM_034472307.2	LOC105319938
CG|XM_034472308.2	LOC117689894
CG|XM_034472310.2	LOC105319544
CG|XM_034472314.2	LOC105329216
CG|XM_034472321.2	LOC105322023
CG|XM_034472324.2	LOC105325362
CG|XM_034472325.2	LOC105325362
CG|XM_034472326.2	LOC105325362
CG|XM_034472327.2	LOC105325362
CG|XM_034472330.2	LOC105324517
CG|XM_034472331.2	LOC105324517
CG|XM_034472333.2	LOC105325372
CG|XM_034472334.2	LOC105325641
CG|XM_034472335.2	LOC105325641
CG|XM_034472336.2	LOC105325641
CG|XM_034472339.2	LOC105325671
CG|XM_034472342.2	LOC105319886
CG|XM_034472343.2	LOC105343841
CG|XM_034472345.2	LOC105325619
CG|XM_034472347.2	LOC105325624
CG|XM_034472351.2	LOC105343092
CG|XM_034472352.2	LOC105343092
CG|XM_034472353.2	LOC105343097
CG|XM_034472362.2	LOC105325615
CG|XM_034472364.2	LOC105343089
CG|XM_034472366.2	LOC109617080
CG|XM_034472367.2	LOC109620560
CG|XM_034472368.2	LOC105319886
CG|XM_034472369.2	LOC105343078
CG|XM_034472373.2	LOC105343069
CG|XM_034472374.2	LOC105343069
CG|XM_034472378.2	LOC105319148
CG|XM_034472382.2	LOC105319147
CG|XM_034472383.2	LOC105319146
CG|XM_034472391.2	LOC105348328
CG|XM_034472392.2	LOC105348328
CG|XM_034472393.2	LOC105348328
CG|XM_034472395.2	LOC105348329
CG|XM_034472396.2	LOC105343340
CG|XM_034472397.2	LOC105343312
CG|XM_034472412.2	LOC117689910
CG|XM_034472414.2	LOC117689910
CG|XM_034472421.2	LOC105319886
CG|XM_034472427.2	LOC105326073
CG|XM_034472428.2	LOC105326073
CG|XM_034472430.2	LOC105333794
CG|XM_034472433.2	LOC105333793
CG|XM_034472442.2	LOC105326074
CG|XM_034472445.2	LOC105326094
CG|XM_034472449.2	LOC105326077
CG|XM_034472455.2	LOC117689921
CG|XM_034472459.2	LOC105326090
CG|XM_034472461.2	LOC105326090
CG|XM_034472464.2	LOC105326091
CG|XM_034472465.2	LOC105326091
CG|XM_034472466.2	LOC105326099
CG|XM_034472467.2	LOC105346669
CG|XM_034472475.2	LOC117689925
CG|XM_034472498.2	LOC105324128
CG|XM_034472508.2	LOC105347339
CG|XM_034472518.2	LOC117689955
CG|XM_034472529.2	LOC105319886
CG|XM_034472556.2	LOC105344962
CG|XM_034472558.2	LOC105319505
CG|XM_034472562.2	LOC105319510
CG|XM_034472563.2	LOC105319509
CG|XM_034472564.2	LOC105319509
CG|XM_034472565.2	LOC105319509
CG|XM_034472566.2	LOC105319509
CG|XM_034472567.2	LOC105319509
CG|XM_034472568.2	LOC105319509
CG|XM_034472569.2	LOC105319509
CG|XM_034472571.2	LOC105319509
CG|XM_034472574.2	LOC105323829
CG|XM_034472575.2	LOC117689975
CG|XM_034472576.2	LOC105319526
CG|XM_034472582.2	LOC105319886
CG|XM_034472583.2	LOC105341149
CG|XM_034472586.2	LOC105330837
CG|XM_034472589.2	LOC105324986
CG|XM_034472592.2	LOC105324579
CG|XM_034472593.2	LOC105323703
CG|XM_034472595.2	LOC105323703
CG|XM_034472596.2	LOC105323703
CG|XM_034472602.2	LOC105345062
CG|XM_034472604.2	LOC105329553
CG|XM_034472605.2	LOC105329524
CG|XM_034472606.2	LOC105345043
CG|XM_034472607.2	LOC105345043
CG|XM_034472613.2	LOC105347839
CG|XM_034472615.2	LOC105347855
CG|XM_034472617.2	LOC105347855
CG|XM_034472621.2	LOC105343599
CG|XM_034472624.2	LOC105344593
CG|XM_034472626.2	LOC105344591
CG|XM_034472631.2	LOC105338720
CG|XM_034472633.2	LOC105345175
CG|XM_034472643.2	LOC105330326
CG|XM_034472644.2	LOC105330330
CG|XM_034472646.2	LOC105330330
CG|XM_034472652.2	LOC109619318
CG|XM_034472668.2	LOC105348527
CG|XM_034472672.2	LOC105348439
CG|XM_034472674.2	LOC105344588
CG|XM_034472676.2	LOC105344585
CG|XM_034472679.2	LOC105344584
CG|XM_034472680.2	LOC105344582
CG|XM_034472683.2	LOC105344598
CG|XM_034472689.2	LOC105340600
CG|XM_034472692.2	LOC105340600
CG|XM_034472703.2	LOC105318023
CG|XM_034472711.2	LOC105318969
CG|XM_034472716.2	LOC105318966
CG|XM_034472717.2	LOC105338083
CG|XM_034472718.2	LOC105318966
CG|XM_034472719.2	LOC105318966
CG|XM_034472720.2	LOC117690005
CG|XM_034472722.2	LOC117690007
CG|XM_034472723.2	LOC117690007
CG|XM_034472725.2	LOC105319864
CG|XM_034472726.2	LOC105319864
CG|XM_034472727.2	LOC105319864
CG|XM_034472730.2	LOC109620455
CG|XM_034472731.2	LOC109620455
CG|XM_034472732.2	LOC109620455
CG|XM_034472737.2	LOC105342310
CG|XM_034472738.2	LOC105318288
CG|XM_034472739.2	LOC105342309
CG|XM_034472743.2	LOC105340995
CG|XM_034472744.2	LOC136269529
CG|XM_034472748.2	LOC105334451
CG|XM_034472750.2	LOC105343733
CG|XM_034472759.2	LOC105322186
CG|XM_034472760.2	LOC105322184
CG|XM_034472762.2	LOC105335854
CG|XM_034472764.2	LOC117690015
CG|XM_034472767.2	LOC105331154
CG|XM_034472769.2	LOC105331154
CG|XM_034472773.2	LOC105331154
CG|XM_034472781.2	LOC105322750
CG|XM_034472782.2	LOC105322750
CG|XM_034472785.2	LOC105323449
CG|XM_034472786.2	LOC105348318
CG|XM_034472787.2	LOC105348318
CG|XM_034472789.2	LOC105348318
CG|XM_034472790.2	LOC105348320
CG|XM_034472794.2	LOC105337250
CG|XM_034472795.2	LOC105337250
CG|XM_034472797.2	LOC105337248
CG|XM_034472799.2	LOC105337243
CG|XM_034472801.2	LOC105337237
CG|XM_034472802.2	LOC117690025
CG|XM_034472803.2	LOC105347568
CG|XM_034472809.2	LOC117690028
CG|XM_034472824.2	LOC105317994
CG|XM_034472826.2	LOC105317996
CG|XM_034472827.2	LOC105317996
CG|XM_034472828.2	LOC105317996
CG|XM_034472829.2	LOC105317996
CG|XM_034472836.2	LOC105342097
CG|XM_034472838.2	LOC105342085
CG|XM_034472839.2	LOC105342085
CG|XM_034472840.2	LOC105342085
CG|XM_034472848.2	LOC117690035
CG|XM_034472856.2	LOC117690038
CG|XM_034472857.2	LOC117690038
CG|XM_034472872.2	LOC105333210
CG|XM_034472895.2	LOC105342931
CG|XM_034472896.2	LOC105342932
CG|XM_034472897.2	LOC105342932
CG|XM_034472898.2	LOC105342932
CG|XM_034472899.2	LOC105342932
CG|XM_034472920.2	LOC105330678
CG|XM_034472922.2	LOC105330676
CG|XM_034472931.2	LOC109617237
CG|XM_034472934.2	LOC105330717
CG|XM_034472940.2	LOC105330717
CG|XM_034472943.2	LOC105330724
CG|XM_034472944.2	LOC105330719
CG|XM_034472945.2	LOC105330719
CG|XM_034472947.2	LOC105330720
CG|XM_034472948.2	LOC105330720
CG|XM_034472950.2	LOC105330720
CG|XM_034472966.2	LOC105346628
CG|XM_034472968.2	LOC105317783
CG|XM_034472971.2	LOC105334277
CG|XM_034472972.2	LOC117690065
CG|XM_034472973.2	LOC117690065
CG|XM_034472974.2	LOC105346838
CG|XM_034472977.2	LOC105346676
CG|XM_034472979.2	LOC105346676
CG|XM_034472987.2	LOC105346688
CG|XM_034472989.2	LOC105340913
CG|XM_034472996.2	LOC105333210
CG|XM_034472998.2	LOC105340914
CG|XM_034473002.2	LOC105326165
CG|XM_034473003.2	LOC105326168
CG|XM_034473005.2	LOC105342744
CG|XM_034473012.2	LOC105325090
CG|XM_034473016.2	LOC105325069
CG|XM_034473018.2	LOC105325059
CG|XM_034473023.2	LOC105325059
CG|XM_034473025.2	LOC105325059
CG|XM_034473028.2	LOC105325059
CG|XM_034473030.2	LOC105325005
CG|XM_034473031.2	LOC105328992
CG|XM_034473032.2	LOC105328992
CG|XM_034473037.2	LOC105345227
CG|XM_034473038.2	LOC105345181
CG|XM_034473040.2	LOC105334639
CG|XM_034473041.2	LOC105348857
CG|XM_034473042.2	LOC105348857
CG|XM_034473043.2	LOC105348857
CG|XM_034473044.2	LOC105348857
CG|XM_034473045.2	LOC105348857
CG|XM_034473046.2	LOC105348857
CG|XM_034473058.2	LOC105348855
CG|XM_034473059.2	LOC105330590
CG|XM_034473060.2	LOC117690069
CG|XM_034473061.2	LOC105330632
CG|XM_034473065.2	LOC105330586
CG|XM_034473077.2	LOC117690072
CG|XM_034473080.2	LOC117690532
CG|XM_034473090.2	LOC105326749
CG|XM_034473099.2	LOC105318700
CG|XM_034473101.2	LOC105318700
CG|XM_034473102.2	LOC105318700
CG|XM_034473103.2	LOC117690080
CG|XM_034473108.2	LOC109618058
CG|XM_034473117.2	LOC105334514
CG|XM_034473118.2	LOC105334514
CG|XM_034473120.2	LOC105338447
CG|XM_034473121.2	LOC105338447
CG|XM_034473122.2	LOC105338447
CG|XM_034473124.2	LOC109619239
CG|XM_034473128.2	LOC117690083
CG|XM_034473129.2	LOC105327381
CG|XM_034473130.2	LOC105327381
CG|XM_034473131.2	LOC105327381
CG|XM_034473132.2	LOC105327381
CG|XM_034473133.2	LOC105327381
CG|XM_034473134.2	LOC105327381
CG|XM_034473136.2	LOC105327381
CG|XM_034473137.2	LOC105327381
CG|XM_034473139.2	LOC105327381
CG|XM_034473140.2	LOC105327381
CG|XM_034473141.2	LOC105327381
CG|XM_034473142.2	LOC105327381
CG|XM_034473143.2	LOC105327381
CG|XM_034473144.2	LOC105327381
CG|XM_034473145.2	LOC105327381
CG|XM_034473147.2	LOC105327381
CG|XM_034473148.2	LOC105327381
CG|XM_034473154.2	LOC117680391
CG|XM_034473159.2	LOC117690086
CG|XM_034473163.2	LOC105337566
CG|XM_034473164.2	LOC105337566
CG|XM_034473168.2	LOC117680391
CG|XM_034473173.2	LOC105337598
CG|XM_034473174.2	LOC117680391
CG|XM_034473175.2	LOC105337606
CG|XM_034473176.2	LOC105337606
CG|XM_034473177.2	LOC105337606
CG|XM_034473179.2	LOC117680391
CG|XM_034473182.2	LOC117680391
CG|XM_034473185.2	LOC105337763
CG|XM_034473186.2	LOC105337763
CG|XM_034473187.2	LOC105337763
CG|XM_034473189.2	LOC105337763
CG|XM_034473196.2	LOC117690091
CG|XM_034473197.2	LOC105327206
CG|XM_034473198.2	LOC105317221
CG|XM_034473199.2	LOC105317221
CG|XM_034473210.2	LOC117690098
CG|XM_034473217.2	LOC105318309
CG|XM_034473222.2	LOC109617380
CG|XM_034473224.2	LOC109617380
CG|XM_034473226.2	LOC117690104
CG|XM_034473228.2	LOC109617380
CG|XM_034473282.2	LOC105342301
CG|XM_034473288.2	LOC105324292
CG|XM_034473291.2	LOC105326985
CG|XM_034473292.2	LOC105324282
CG|XM_034473294.2	LOC105318299
CG|XM_034473298.2	LOC105326975
CG|XM_034473299.2	LOC105330189
CG|XM_034473300.2	LOC105330190
CG|XM_034473301.2	LOC105349158
CG|XM_034473303.2	LOC105349158
CG|XM_034473306.2	LOC105330197
CG|XM_034473313.2	LOC105332429
CG|XM_034473319.2	LOC105322496
CG|XM_034473320.2	LOC105322496
CG|XM_034473321.2	LOC105322496
CG|XM_034473323.2	LOC105322496
CG|XM_034473324.2	LOC105322496
CG|XM_034473327.2	LOC105346834
CG|XM_034473328.2	LOC105346835
CG|XM_034473330.2	LOC105333557
CG|XM_034473332.2	LOC105333557
CG|XM_034473333.2	LOC105333557
CG|XM_034473335.2	LOC105324514
CG|XM_034473338.2	LOC105324513
CG|XM_034473339.2	LOC105324513
CG|XM_034473341.2	LOC105324513
CG|XM_034473357.2	LOC105332932
CG|XM_034473358.2	LOC105332932
CG|XM_034473362.2	LOC105332932
CG|XM_034473370.2	LOC105333069
CG|XM_034473372.2	LOC105333069
CG|XM_034473379.2	LOC105333069
CG|XM_034473385.2	LOC117690118
CG|XM_034473387.2	LOC105328318
CG|XM_034473393.2	LOC105325931
CG|XM_034473394.2	LOC105325925
CG|XM_034473395.2	LOC105325925
CG|XM_034473396.2	LOC105325922
CG|XM_034473398.2	LOC117690122
CG|XM_034473413.2	LOC105327649
CG|XM_034473415.2	LOC109620155
CG|XM_034473425.2	LOC117690132
CG|XM_034473428.2	LOC117690134
CG|XM_034473433.2	LOC109620372
CG|XM_034473434.2	LOC109620372
CG|XM_034473439.2	LOC105325404
CG|XM_034473447.2	LOC105341961
CG|XM_034473449.2	LOC105341961
CG|XM_034473450.2	LOC105325404
CG|XM_034473451.2	LOC105341961
CG|XM_034473453.2	LOC105341961
CG|XM_034473459.2	LOC105330162
CG|XM_034473460.2	LOC117680465
CG|XM_034473462.2	LOC117680465
CG|XM_034473469.2	LOC105330201
CG|XM_034473480.2	LOC105335990
CG|XM_034473490.2	LOC105325407
CG|XM_034473497.2	LOC117690148
CG|XM_034473498.2	LOC105325407
CG|XM_034473503.2	LOC117690154
CG|XM_034473506.2	LOC117690155
CG|XM_034473508.2	LOC117690156
CG|XM_034473509.2	LOC105348121
CG|XM_034473520.2	LOC105347194
CG|XM_034473522.2	LOC105347192
CG|XM_034473532.2	LOC117690164
CG|XM_034473534.2	LOC105337075
CG|XM_034473535.2	LOC109619056
CG|XM_034473537.2	LOC105319088
CG|XM_034473539.2	LOC105337075
CG|XM_034473544.2	LOC105337075
CG|XM_034473549.2	LOC105341000
CG|XM_034473550.2	LOC105337075
CG|XM_034473554.2	LOC105347520
CG|XM_034473555.2	LOC105341004
CG|XM_034473556.2	LOC105337075
CG|XM_034473558.2	LOC105339738
CG|XM_034473559.2	LOC105324636
CG|XM_034473560.2	LOC105337075
CG|XM_034473561.2	LOC105345908
CG|XM_034473563.2	LOC105337075
CG|XM_034473573.2	LOC105326847
CG|XM_034473577.2	LOC117690178
CG|XM_034473596.2	LOC109619767
CG|XM_034473600.2	LOC117690181
CG|XM_034473601.2	LOC105337051
CG|XM_034473602.2	LOC117690182
CG|XM_034473612.2	LOC117690183
CG|XM_034473614.2	LOC117690189
CG|XM_034473617.2	LOC105319237
CG|XM_034473618.2	LOC105319237
CG|XM_034473619.2	LOC105319237
CG|XM_034473623.2	LOC105332694
CG|XM_034473630.2	LOC105343596
CG|XM_034473631.2	LOC105343596
CG|XM_034473632.2	LOC105343596
CG|XM_034473635.2	LOC105348053
CG|XM_034473636.2	LOC105348053
CG|XM_034473638.2	LOC105348053
CG|XM_034473639.2	LOC105348053
CG|XM_034473640.2	LOC105318909
CG|XM_034473641.2	LOC105326841
CG|XM_034473642.2	LOC105329921
CG|XM_034473646.2	LOC105335871
CG|XM_034473651.2	LOC105335871
CG|XM_034473660.2	LOC105319496
CG|XM_034473675.2	LOC105325194
CG|XM_034473676.2	LOC105325194
CG|XM_034473677.2	LOC105325194
CG|XM_034473678.2	LOC105325194
CG|XM_034473681.2	LOC105325193
CG|XM_034473688.2	LOC117690202
CG|XM_034473689.2	LOC105337887
CG|XM_034473691.2	LOC117690203
CG|XM_034473697.2	LOC105337823
CG|XM_034473698.2	LOC117680447
CG|XM_034473699.2	LOC117680447
CG|XM_034473700.2	LOC117690206
CG|XM_034473702.2	LOC117690206
CG|XM_034473704.2	LOC105326850
CG|XM_034473706.2	LOC117690208
CG|XM_034473713.2	LOC117690210
CG|XM_034473725.2	LOC117690218
CG|XM_034473727.2	LOC117690219
CG|XM_034473731.2	LOC117690218
CG|XM_034473738.2	LOC117690223
CG|XM_034473750.2	LOC105325447
CG|XM_034473766.2	LOC105329923
CG|XM_034473771.2	LOC105340073
CG|XM_034473772.2	LOC105340073
CG|XM_034473773.2	LOC105340073
CG|XM_034473775.2	LOC105340073
CG|XM_034473776.2	LOC136269511
CG|XM_034473777.2	LOC105324181
CG|XM_034473779.2	LOC105324181
CG|XM_034473780.2	LOC105324181
CG|XM_034473781.2	LOC105324181
CG|XM_034473798.2	LOC117690239
CG|XM_034473799.2	LOC117690240
CG|XM_034473802.2	LOC117680330
CG|XM_034473808.2	LOC105327689
CG|XM_034473809.2	LOC105327689
CG|XM_034473815.2	LOC105322998
CG|XM_034473819.2	LOC105344235
CG|XM_034473821.2	LOC105325444
CG|XM_034473822.2	LOC105344232
CG|XM_034473824.2	LOC105344232
CG|XM_034473831.2	LOC105325444
CG|XM_034473842.2	LOC105345866
CG|XM_034473844.2	LOC105325444
CG|XM_034473845.2	LOC105327307
CG|XM_034473846.2	LOC105327308
CG|XM_034473865.2	LOC105325444
CG|XM_034473873.2	LOC105331936
CG|XM_034473877.2	LOC117690268
CG|XM_034473882.2	LOC117690275
CG|XM_034473885.2	LOC105339360
CG|XM_034473886.2	LOC117690277
CG|XM_034473889.2	LOC105339345
CG|XM_034473890.2	LOC105339346
CG|XM_034473919.2	LOC105339351
CG|XM_034473921.2	LOC105339352
CG|XM_034473923.2	LOC105339357
CG|XM_034473924.2	LOC105339359
CG|XM_034473926.2	LOC105345058
CG|XM_034473931.2	LOC105340296
CG|XM_034473933.2	LOC105325796
CG|XM_034473940.2	LOC105317571
CG|XM_034473943.2	LOC105348079
CG|XM_034473944.2	LOC105348192
CG|XM_034473945.2	LOC105348192
CG|XM_034473946.2	LOC105348192
CG|XM_034473948.2	LOC105348192
CG|XM_034473950.2	LOC105342027
CG|XM_034473951.2	LOC117690290
CG|XM_034473953.2	LOC105335273
CG|XM_034473957.2	LOC105334394
CG|XM_034473959.2	LOC105334394
CG|XM_034473960.2	LOC105347868
CG|XM_034473962.2	LOC105334349
CG|XM_034473966.2	LOC105320686
CG|XM_034473969.2	LOC117680392
CG|XM_034473970.2	LOC117680392
CG|XM_034473971.2	LOC117680392
CG|XM_034473972.2	LOC105325451
CG|XM_034473973.2	LOC105320690
CG|XM_034473982.2	LOC105331306
CG|XM_034473983.2	LOC105331306
CG|XM_034473989.2	LOC105321984
CG|XM_034473992.2	LOC105321583
CG|XM_034473993.2	LOC105321583
CG|XM_034473999.2	LOC117690295
CG|XM_034474000.2	LOC105320777
CG|XM_034474016.2	LOC117690298
CG|XM_034474020.2	LOC105328567
CG|XM_034474024.2	LOC105332249
CG|XM_034474026.2	LOC105318936
CG|XM_034474028.2	LOC105318936
CG|XM_034474029.2	LOC105325908
CG|XM_034474034.2	LOC109618389
CG|XM_034474039.2	LOC105340237
CG|XM_034474043.2	LOC105340237
CG|XM_034474045.2	LOC105336898
CG|XM_034474046.2	LOC105330317
CG|XM_034474047.2	LOC105330317
CG|XM_034474049.2	LOC105340232
CG|XM_034474050.2	LOC105329424
CG|XM_034474051.2	LOC105342027
CG|XM_034474052.2	LOC105335995
CG|XM_034474054.2	LOC105335996
CG|XM_034474056.2	LOC105338504
CG|XM_034474057.2	LOC105328999
CG|XM_034474061.2	LOC105329009
CG|XM_034474062.2	LOC105329009
CG|XM_034474063.2	LOC105329010
CG|XM_034474064.2	LOC105329010
CG|XM_034474066.2	LOC105329012
CG|XM_034474067.2	LOC105329013
CG|XM_034474080.2	LOC105346986
CG|XM_034474087.2	LOC105346986
CG|XM_034474092.2	LOC105323385
CG|XM_034474094.2	LOC105346986
CG|XM_034474103.2	LOC105346986
CG|XM_034474109.2	LOC117690311
CG|XM_034474110.2	LOC117690311
CG|XM_034474111.2	LOC105346986
CG|XM_034474114.2	LOC105344603
CG|XM_034474115.2	LOC105344600
CG|XM_034474116.2	LOC105344600
CG|XM_034474118.2	LOC105346986
CG|XM_034474119.2	LOC136269427
CG|XM_034474120.2	LOC105344605
CG|XM_034474122.2	LOC105335684
CG|XM_034474124.2	LOC105346986
CG|XM_034474127.2	LOC105335686
CG|XM_034474128.2	LOC105335881
CG|XM_034474130.2	LOC105346986
CG|XM_034474131.2	LOC105317228
CG|XM_034474136.2	LOC105346986
CG|XM_034474137.2	LOC105317229
CG|XM_034474138.2	LOC105317229
CG|XM_034474139.2	LOC105317229
CG|XM_034474142.2	LOC105346986
CG|XM_034474143.2	LOC105332782
CG|XM_034474146.2	LOC105346986
CG|XM_034474151.2	LOC105346986
CG|XM_034474153.2	LOC105332772
CG|XM_034474154.2	LOC105346986
CG|XM_034474157.2	LOC105343249
CG|XM_034474158.2	LOC105343249
CG|XM_034474159.2	LOC105343249
CG|XM_034474160.2	LOC105343249
CG|XM_034474161.2	LOC105343249
CG|XM_034474163.2	LOC105346986
CG|XM_034474164.2	LOC105343249
CG|XM_034474167.2	LOC105343249
CG|XM_034474168.2	LOC105343249
CG|XM_034474169.2	LOC105343249
CG|XM_034474170.2	LOC105346986
CG|XM_034474176.2	LOC105346986
CG|XM_034474185.2	LOC105346986
CG|XM_034474195.2	LOC105346986
CG|XM_034474199.2	LOC105346986
CG|XM_034474200.2	LOC105346986
CG|XM_034474202.2	LOC105323723
CG|XM_034474212.2	LOC105346986
CG|XM_034474213.2	LOC105333495
CG|XM_034474215.2	LOC105333838
CG|XM_034474217.2	LOC105346986
CG|XM_034474218.2	LOC105333810
CG|XM_034474222.2	LOC105346986
CG|XM_034474223.2	LOC105333836
CG|XM_034474226.2	LOC105346986
CG|XM_034474235.2	LOC105346986
CG|XM_034474241.2	LOC105343549
CG|XM_034474242.2	LOC105343549
CG|XM_034474244.2	LOC105333834
CG|XM_034474245.2	LOC105346986
CG|XM_034474246.2	LOC105343554
CG|XM_034474253.2	LOC105346986
CG|XM_034474254.2	LOC105338628
CG|XM_034474258.2	LOC105346986
CG|XM_034474262.2	LOC105338650
CG|XM_034474268.2	LOC105348705
CG|XM_034474269.2	LOC105338647
CG|XM_034474271.2	LOC105348705
CG|XM_034474272.2	LOC105348705
CG|XM_034474276.2	LOC105339914
CG|XM_034474277.2	LOC105348705
CG|XM_034474278.2	LOC117690328
CG|XM_034474280.2	LOC105339909
CG|XM_034474284.2	LOC105346649
CG|XM_034474285.2	LOC105346649
CG|XM_034474286.2	LOC105328083
CG|XM_034474297.2	LOC117690333
CG|XM_034474307.2	LOC105341373
CG|XM_034474308.2	LOC105341373
CG|XM_034474309.2	LOC105341373
CG|XM_034474310.2	LOC105323511
CG|XM_034474311.2	LOC117690336
CG|XM_034474313.2	LOC105320969
CG|XM_034474315.2	LOC105330004
CG|XM_034474320.2	LOC105338755
CG|XM_034474326.2	LOC105333612
CG|XM_034474328.2	LOC117690339
CG|XM_034474329.2	LOC117690339
CG|XM_034474330.2	LOC105347642
CG|XM_034474335.2	LOC105347644
CG|XM_034474342.2	LOC105349011
CG|XM_034474355.2	LOC105333697
CG|XM_034474360.2	LOC105334317
CG|XM_034474361.2	LOC105334317
CG|XM_034474376.2	LOC105339713
CG|XM_034474377.2	LOC105318988
CG|XM_034474380.2	LOC105318988
CG|XM_034474392.2	LOC105336331
CG|XM_034474393.2	LOC105336331
CG|XM_034474396.2	LOC105336331
CG|XM_034474397.2	LOC105336331
CG|XM_034474400.2	LOC105336358
CG|XM_034474401.2	LOC105336270
CG|XM_034474402.2	LOC105348726
CG|XM_034474403.2	LOC105336391
CG|XM_034474404.2	LOC105336425
CG|XM_034474405.2	LOC105336419
CG|XM_034474406.2	LOC105336419
